serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
433,Austria,Has nationality of survey country,Rural area or village,No,TV,Radio,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,,Donâ€™t know,WhatsApp,Facebook,YouTube,Messenger,,,,,,,,,,,,,To send direct messages to friends and family,,,To buy or sell products,,,To follow what friends/family/colleagues are doing,,Other,,,,,,,,,,,,,,Donâ€™t know,Public TV and Radio stations (incl. their online presence),,,,,,,Other,,You follow the news from time to time,No,,,,,,,,,59.0,55 years and older,55 - 64 years,Female,20,20 years,20 years and older,Without a professional activity,Retired,2,0,Smartphone,,,Kaernten,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,2.25261425791055e+16,,,,,2.45501155204041e+16,0.787473436714877,,1.08191704341152e+16,,1.14447896959025e+16,,,1.06722793270919e+16,
434,Austria,Has nationality of survey country,Rural area or village,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,YouTube,,Instagram,,,LinkedIn,,,,,,,To watch photo and video content,,,,,,,,,,,,,National politics,European and international affairs,Science and technology,Sport,Financial and economic news,,,,"Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,YouTube or other video platforms,,,,,You actively search news several times a day,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,32.0,25 - 39 years,25 - 34 years,Male,25,22 years and older,20 years and older,Employee,Middle management,2,1,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9916041243307984,,,,,1080699712227290.0,0.3466469702503437,,0.4762614809273962,,0.5038013332598811,,,0.4697953126946287,
435,Austria,Has nationality of survey country,Small or middle sized town,Yes,Radio,,TV,,,,,,,,,,Radio,TV,,,,,,,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,X (Twitter),TikTok,,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,,To play video games,To follow the news and current events,To buy or sell products,"To share my own content (pictures, video, music, etc.)",For professional reasons,,To get to know new people,,,Local news,National politics,,Science and technology,,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,,,Other,,47.0,40 - 54 years,45 - 54 years,Male,15,15 years,Up to 15,Manual worker,Unskilled manual worker,2,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8064524595083574,,,,,0.8789121782887331,0.281921277735883,,0.3873342528927015,,0.4097318822521174,,,0.3820754433063362,
436,Austria,Has nationality of survey country,Rural area or village,Yes,"Video platforms (e.g. YouTube, etc.)",,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,Blogs,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,Blogs,,,,,You read articles or posts that appear in your online social networks,,,,,,,,,,,Instagram,,,,,,,,,,,,,,To follow the news and current events,To buy or sell products,,,,,,,,,,,,,Culture and art,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,,,,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",Other,,You follow the news from time to time,Yes,"Reviews (e.g. products, books, places, etc.)",,,"Commentary on current events (e.g. on society, politics, economy, etc.)",Motivational content,,,,29.0,25 - 39 years,25 - 34 years,Female,24,22 years and older,20 years and older,Self-employed,"Farmer, forester, fisherman (self-employed)",2,2,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7317400933996427,,,,,0.7974869093004684,0.2558031780665228,,0.3514503540126521,,0.3717729944933831,,,0.3466787375676557,
437,Austria,Has nationality of survey country,Large town,Yes,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",Podcasts,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",Podcasts,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,Instagram,,,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,,,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,50.0,40 - 54 years,45 - 54 years,Male,14,Up to 14 years,Up to 15,Employee,Middle management,1,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7771885630273766,,,,,0.8470189219683358,0.2716911457669405,,0.373278979892356,,0.3948638621403142,,,0.3682109977472541,
438,Austria,Has nationality of survey country,Large town,Yes,Blogs,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,Blogs,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,YouTube,Messenger,,X (Twitter),,,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,,For professional reasons,To follow what friends/family/colleagues are doing,To get to know new people,,,,National politics,European and international affairs,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,46.0,40 - 54 years,45 - 54 years,Female,22,22 years and older,20 years and older,Employee,Middle management,2,1,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9700511623268052,,,,,1.05721021751479e+16,0.3391124423119417,,0.4659097232546242,,0.4928509844998461,,,0.4595841000990833,
439,Austria,Has nationality of survey country,Large town,Yes,TV,,,,Online press and/or news platforms,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,X (Twitter),,LinkedIn,,,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,,National politics,European and international affairs,,,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You actively search news several times a day,No,,,,,,,,,45.0,40 - 54 years,45 - 54 years,Female,25,22 years and older,20 years and older,Self-employed,"Professional (self-employed lawyer, medical practitioner, ...)",2,1,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9700511623268052,,,,,1.05721021751479e+16,0.3391124423119417,,0.4659097232546242,,0.4928509844998461,,,0.4595841000990833,
440,Austria,Has nationality of survey country,Rural area or village,No,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,,,,,,,National politics,European and international affairs,,,Financial and economic news,Culture and art,,,"Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news on a daily basis,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,34.0,25 - 39 years,25 - 34 years,Male,15,15 years,Up to 15,Employee,Middle management,1,1,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.00758003409244e+16,,,,,1.09811105679347e+16,0.3522318610146934,,0.4839346140412556,,0.5119181658147949,,,0.47736426822627,
441,Austria,Has nationality of survey country,Small or middle sized town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,,,Instagram,,,,,Telegram,,,,,,,,,To follow the news and current events,To buy or sell products,,,,To get to know new people,,,,,,,,,,,,,Other,,,,,,,,,,,Donâ€™t know,You follow the news from time to time,No,,,,,,,,,53.0,40 - 54 years,45 - 54 years,Male,19,19 years,16-19,Manual worker,Manual worker,2,0,Smartphone,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7628594980169817,,,,,0.831402391083422,0.2666819623130841,,0.3663968163810241,,0.3875837370586681,,,0.3614222728801373,
442,Austria,Has nationality of survey country,Rural area or village,No,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,TV,,,,,,,,,,,TV,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,,,Other,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,,,,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,Culture and art,,"Hobbies, lifestyle",,,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You are trying to avoid some news topics,No,,,,,,,,,54.0,40 - 54 years,45 - 54 years,Female,19,19 years,16-19,Employee,Office clerk,2,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.16352270552154e+16,,,,,1.26806517053934e+16,0.4067466146923523,,0.5588329386975008,,0.5911474911578203,,,0.5512457036588966,
443,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,,,,,,,,,,,,,,,,,,,,For professional reasons,,,,,Local news,,,,,,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,47.0,40 - 54 years,45 - 54 years,Male,22,22 years and older,20 years and older,Employee,Civil servant,2,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9321946869121638,,,,,1015952339413330.0,0.3258784992646614,,0.4477274864110286,,0.4736173585815519,,,0.4416487221911501,
444,Austria,Has nationality of survey country,Rural area or village,No,Online press and/or news platforms,,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,To watch photo and video content,,,,,,,,,,,,Local news,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,You follow the news from time to time,Yes,,How toâ€™s (e.g. tutorials),,,,,,,56.0,55 years and older,55 - 64 years,Male,18,18 years,16-19,Employee,Civil servant,3,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.943240268699588,,,,,1027990366249000.0,0.3297398360293173,,0.4530326127318106,,0.4792292541904884,,,0.4468818211894212,
445,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Video platforms (e.g. YouTube, etc.)",,TV,,Online press and/or news platforms,,,,,Blogs,,,,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,Blogs,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,Other,,,WhatsApp,Facebook,YouTube,,,X (Twitter),,,,Telegram,,Other,,,To watch photo and video content,,To send direct messages to friends and family,,,,,,,,Other,,,National politics,European and international affairs,Science and technology,,Financial and economic news,Culture and art,,,,,,,,,,"Other online news platforms incl. blogs, podcasts",,,,Other,,You follow the news on a daily basis,Donâ€™t know,,,,,,,,,39.0,25 - 39 years,35 - 44 years,Male,27,22 years and older,20 years and older,Employee,Middle management,2,1,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8005973438662608,,,,,0.8725309807581746,0.2798744345975812,,0.384522076159786,,0.4067570912095027,,,0.3793014472967912,
446,Austria,Has nationality of survey country,Rural area or village,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,You never access news online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,You follow the news on a daily basis,I do not use social media channels,,,,,,,,,60.0,55 years and older,55 - 64 years,Female,18,18 years,16-19,Without a professional activity,Retired,2,0,Smartphone,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.73841954648534e+16,,,,,1.8946164679225e+16,0.6077202121560427,,0.8349524244274318,,0.8832336048172588,,,0.823616334781484,
447,Austria,Has nationality of survey country,Large town,No,Podcasts,,,,,,,,,,None of these accessed in the last 7 days for news,,,,,,,Podcasts,,,,None of these accessed in the last 7 days for news,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,,,YouTube,,,,,,,,,,,,To watch photo and video content,,,,,,,,,,,,,,,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,51.0,40 - 54 years,45 - 54 years,Male,No full-time education,Never been in full-time education,Never been in full-time education,Employee,Office clerk,1,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7771885630273766,,,,,0.8470189219683358,0.2716911457669405,,0.373278979892356,,0.3948638621403142,,,0.3682109977472541,
448,Austria,Has nationality of survey country,Rural area or village,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,,,Instagram,,,,,,,,,,To watch photo and video content,,,,,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,Local news,,,,,,,,,"Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,Yes,,,Insight into their everyday life Â ,,,,,,31.0,25 - 39 years,25 - 34 years,Male,16,16 years,16-19,Employee,Office clerk,2,2,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.00758003409244e+16,,,,,1.09811105679347e+16,0.3522318610146934,,0.4839346140412556,,0.5119181658147949,,,0.47736426822627,
